,ID,Count
0,18288,411.71645873871756
1,18289,328.5712739735274
2,18290,278.07250019234624
3,18291,229.76137250803163
4,18292,193.3908415798584
5,18293,173.11670333765983
6,18294,186.14746487116975
7,18295,215.88189208744325
8,18296,248.6014684927523
9,18297,321.2474153014091
10,18298,455.9742220830186
11,18299,505.50721230304146
12,18300,510.8629211421933
13,18301,451.8184261531852
14,18302,483.1039603010166
15,18303,477.0019641646061
16,18304,464.82723806030515
17,18305,475.6557204126881
18,18306,487.36218782066965
19,18307,517.1405142897233
20,18308,496.9541745530843
21,18309,463.85413795701606
22,18310,465.53694264691353
23,18311,454.53286328341113
24,18312,392.3464893351346
25,18313,313.11302500466
26,18314,264.99006030834397
27,18315,218.95181981431688
28,18316,184.2924084110443
29,18317,164.9721048507005
30,18318,177.38980988172636
31,18319,205.72532546066404
32,18320,236.9055483122906
33,18321,306.1337309361276
34,18322,434.52206358144247
35,18323,481.72468180718295
36,18324,486.8284213258304
37,18325,430.56178482926816
38,18326,460.37543261852477
39,18327,454.5605162817053
40,18328,442.95857289505363
41,18329,453.27760908029666
42,18330,464.4333238751539
43,18331,492.8106733845725
44,18332,473.57403768518975
45,18333,442.0312541027306
46,18334,443.63488810449144
47,18335,433.1485161973259
48,18336,377.9204495636974
49,18337,301.60029053537335
50,18338,255.246740938973
51,18339,210.90126310862945
52,18340,177.5162305030505
53,18341,158.9063078818354
54,18342,170.86743101008673
55,18343,198.1610887266573
56,18344,228.19485774941927
57,18345,294.87761549248785
58,18346,418.5452860616148
59,18347,464.01232905895347
60,18348,468.92841110829653
61,18349,414.7306213020155
62,18350,443.4480623443525
63,18351,437.8469524684616
64,18352,426.67159655301543
65,18353,436.611215997042
66,18354,447.3567505311248
67,18355,474.69070400219834
68,18356,456.16137288998857
69,18357,425.7783739948692
70,18358,427.32304458414364
71,18359,417.2222421221061
72,18360,262.62522726598945
73,18361,209.58867120523632
74,18362,177.37657071849588
75,18363,146.5599234403233
76,18364,123.35993046443417
77,18365,110.42748618034861
78,18366,118.73953355312254
79,18367,137.70649622743616
80,18368,158.57762247732086
81,18369,204.91693655046578
82,18370,290.8563191008625
83,18371,322.4523666660948
84,18372,325.86866013991323
85,18373,288.2054247113423
86,18374,308.1618057141391
87,18375,304.2694713464281
88,18376,296.5034708813547
89,18377,303.4107309103862
90,18378,310.8780390498797
91,18379,329.87300412971655
92,18380,316.9965646566769
